Exercise,Category,BodyPart,Equipment,Difficulty,Stimulus-to-Fatigue,Expected Time,Hypertrophy Rating
Kettlebell sumo deadlift high pull,Strength,Traps,Kettlebells,Intermediate,0.592824478,17.49178726,0.623970508
Front Squats With Two Kettlebells,Strength,Quadriceps,Kettlebells,Beginner,0.78573558,15.33241592,0.414615095
Kettlebell Pistol Squat,Strength,Quadriceps,Kettlebells,Beginner,0.761935523,17.97895087,0.444499966
Goblet Squat,Strength,Quadriceps,Kettlebells,Intermediate,0.68948986,16.91004192,0.610057106
Kettlebell Curtsy Lunge,Strength,Quadriceps,Kettlebells,Beginner,0.67923195,15.23790295,0.431860746
Single-arm kettlebell overhead squat,Strength,Quadriceps,Kettlebells,Expert,0.642483436,15.6140924,0.48805442
Kettlebell side squat,Strength,Quadriceps,Kettlebells,Intermediate,0.544318787,17.61273392,0.554108886
Kettlebell sumo squat,Strength,Quadriceps,Kettlebells,Intermediate,0.625383984,18.55676929,0.597926621
Kettlebell thruster progression,Strength,Quadriceps,Kettlebells,Intermediate,0.615184197,17.76264225,0.534748085
Kettlebell power clean,Strength,Quadriceps,Kettlebells,Intermediate,0.679316144,19.0978824,0.600513992
Single Arm Overhead Kettlebell Squat,Strength,Quadriceps,Kettlebells,Intermediate,0.633305445,16.78399615,0.609391731
Pulsing goblet squat,Strength,Quadriceps,Kettlebells,Intermediate,0.580395529,16.33541721,0.477748722
Double-kettlebell alternating lunge to clean,Strength,Quadriceps,Kettlebells,Intermediate,0.56531533,17.2480623,0.629545895
FYR Goblet Squat,Strength,Quadriceps,Kettlebells,Intermediate,0.624690712,17.50960608,0.582986573
FYR Kettlebell Sumo Squat,Strength,Quadriceps,Kettlebells,Intermediate,0.606095196,17.77646928,0.629157168
Double-kettlebell front squat,Strength,Quadriceps,Kettlebells,Intermediate,0.607011107,17.46035951,0.558891444
FYR Kettlebell Squat Clean,Strength,Quadriceps,Kettlebells,Intermediate,0.671251263,16.30180767,0.465802502
Single-arm kettlebell front squat,Strength,Quadriceps,Kettlebells,Intermediate,0.588496818,17.69864938,0.642752475
Kettlebell front rack lunge,Strength,Quadriceps,Kettlebells,Intermediate,0.551236118,16.38645909,0.601147945
HM Turkish Get-Up,Strength,Quadriceps,Kettlebells,Intermediate,0.664419349,18.38985089,0.550833288
HM Single-Leg Romanian Deadlift,Strength,Quadriceps,Kettlebells,Intermediate,0.640333073,16.32722011,0.552259647
Taylor Single-Arm Kettlebell Front Squat,Strength,Quadriceps,Kettlebells,Intermediate,0.617415557,17.21935948,0.498925294
Taylor Kettlebell Goblet Squat,Strength,Quadriceps,Kettlebells,Intermediate,0.614065755,18.05926518,0.552487737
Goblet squat-,Strength,Quadriceps,Kettlebells,Intermediate,0.631552535,15.25197849,0.621057002
Holman Kettlebell Squat Clean,Strength,Quadriceps,Kettlebells,Intermediate,0.631999521,18.12622191,0.564398089
Holman Kettlebell Swing,Strength,Quadriceps,Kettlebells,Intermediate,0.633852213,17.54194681,0.566840403
Holman Kettlebell Swing Transfer,Strength,Quadriceps,Kettlebells,Intermediate,0.612583401,17.38617614,0.550482402
Dumbbell goblet squat-,Strength,Quadriceps,Kettlebells,Intermediate,0.680258865,17.59735831,0.582608714
Robertson Kettlebell Jump,Strength,Quadriceps,Kettlebells,Intermediate,0.624715491,17.9523143,0.58675169
FYR2 Alternating Kettlebell Squat Clean,Strength,Quadriceps,Kettlebells,Intermediate,0.636649132,18.13588815,0.649554428
FYR2 Banded Double-Kettlebell Squat Pulse,Strength,Quadriceps,Kettlebells,Intermediate,0.565522638,18.05377369,0.586079804
FYR2 Double-Kettlebell Ballin' Lunge,Strength,Quadriceps,Kettlebells,Intermediate,0.606449298,16.58922449,0.627611443
FYR2 Double-Kettlebell Front Rack Lunge,Strength,Quadriceps,Kettlebells,Intermediate,0.601650318,17.383152,0.531666175
FYR2 Double-Kettlebell Front Squat,Strength,Quadriceps,Kettlebells,Intermediate,0.539526553,17.6153616,0.532269678
FYR2 Explosive Kettlebell Jump Squat,Strength,Quadriceps,Kettlebells,Intermediate,0.594029836,17.62034377,0.538303062
FYR2 Kettlebell Goblet Squat,Strength,Quadriceps,Kettlebells,Intermediate,0.554459581,17.79604087,0.577689583
FYR2 Kettlebell Reverse Lunge Switch Grip,Strength,Quadriceps,Kettlebells,Intermediate,0.638262695,19.70448575,0.573250628
FYR2 Kettlebell Reverse Lunge to Kneeling Press,Strength,Quadriceps,Kettlebells,Intermediate,0.642304895,17.09034519,0.55819474
FYR2 Kettlebell Sumo Squat Pulse,Strength,Quadriceps,Kettlebells,Intermediate,0.601196845,18.75952135,0.65220129
FYR2 Reverse Lunge to Single-Leg Kettlebell Deadlift,Strength,Quadriceps,Kettlebells,Intermediate,0.567184726,17.35390632,0.508206177
FYR2 Kettlebell Goblet-Squat-Deadlift Complex,Strength,Quadriceps,Kettlebells,Intermediate,0.64488876,15.87320262,0.547467722
FYR2 Kettlebell Squat-Press-Deadlift Complex,Strength,Quadriceps,Kettlebells,Intermediate,0.571175502,17.5794435,0.638145862
Goblet Squats,Strength,Quadriceps,Kettlebells,Intermediate,0.584461979,16.17512179,0.587347172
Single-arm kettlebell push-press,Strength,Shoulders,Kettlebells,Intermediate,0.610047905,17.8255839,0.611499813
Two-Arm Kettlebell Military Press,Strength,Shoulders,Kettlebells,Beginner,0.768015044,14.86095984,0.345147361
Alternating Kettlebell Press,Strength,Shoulders,Kettlebells,Beginner,0.746823545,16.26305591,0.399089756
Single-arm kettlebell snatch,Strength,Shoulders,Kettlebells,Intermediate,0.603536603,16.3536047,0.593797267
Single-arm kettlebell clean and jerk,Strength,Shoulders,Kettlebells,Intermediate,0.52919451,19.03805043,0.560605526
Kettlebell pirate ship,Strength,Shoulders,Kettlebells,Intermediate,0.624983277,17.31384471,0.600578434
Two-Arm Kettlebell Clean,Strength,Shoulders,Kettlebells,Beginner,0.765782686,15.00057772,0.435801509
Double Kettlebell Push Press,Strength,Shoulders,Kettlebells,Intermediate,0.664178312,13.47274743,0.577962593
Kettlebell Seated Press,Strength,Shoulders,Kettlebells,Beginner,0.754270137,16.84844032,0.471824782
Double Kettlebell Jerk,Strength,Shoulders,Kettlebells,Beginner,0.786909843,15.88169458,0.500914357
Kettlebell Arnold Press,Strength,Shoulders,Kettlebells,Beginner,0.787992386,15.80434595,0.425255731
Double-kettlebell windmill,Strength,Shoulders,Kettlebells,Intermediate,0.623875581,18.19188849,0.583766356
One-Arm Kettlebell Split Snatch,Strength,Shoulders,Kettlebells,Beginner,0.781769838,16.20408272,0.408793338
One-Arm Kettlebell Para Press,Strength,Shoulders,Kettlebells,Beginner,0.747343308,16.63371004,0.391977841
One-Arm Kettlebell Split Jerk,Strength,Shoulders,Kettlebells,Beginner,0.793395613,17.60482568,0.400910837
One-Arm Kettlebell Military Press To The Side,Strength,Shoulders,Kettlebells,Beginner,0.788892206,15.35969411,0.424548332
One-Arm Kettlebell Jerk,Strength,Shoulders,Kettlebells,Beginner,0.754692886,15.9426073,0.415824082
Double Kettlebell Snatch,Strength,Shoulders,Kettlebells,Beginner,0.782532301,15.62250573,0.39367427
Two-Arm Kettlebell Jerk,Strength,Shoulders,Kettlebells,Beginner,0.724365509,15.95992723,0.444750079
FYR Kettlebell Power Clean,Strength,Shoulders,Kettlebells,Intermediate,0.732925218,17.08784005,0.512777995
Kettlebell upright row,Strength,Shoulders,Kettlebells,Intermediate,0.641822744,17.15869655,0.633464315
Kettlebell upright row and press,Strength,Shoulders,Kettlebells,Intermediate,0.560721083,20.30220434,0.603243951
Single-arm kettlebell thruster,Strength,Shoulders,Kettlebells,Intermediate,0.580147003,16.85870433,0.626529214
Double-kettlebell shoulder press,Strength,Shoulders,Kettlebells,Intermediate,0.5451031,17.86499611,0.59215088
Double-kettlebell push-press,Strength,Shoulders,Kettlebells,Intermediate,0.639765894,17.24817643,0.532017511
HM Kettlebell Windmill,Strength,Shoulders,Kettlebells,Intermediate,0.622460521,17.7986349,0.546784083
HM Kettlebell Z-Press,Strength,Shoulders,Kettlebells,Intermediate,0.662586201,17.02611552,0.524270723
Taylor Half-Kneeling Kettlebell Halo,Strength,Shoulders,Kettlebells,Intermediate,0.555036604,18.45187433,0.533090857
Taylor Towel Kettlebell Farmer's Walk,Strength,Shoulders,Kettlebells,Intermediate,0.584463551,18.9027249,0.575185577
FYR2 Double-Kettlebell Alternating Press,Strength,Shoulders,Kettlebells,Intermediate,0.503897143,17.65122095,0.580105882
FYR2 Double-Kettlebell Thruster,Strength,Shoulders,Kettlebells,Intermediate,0.628711726,15.64012288,0.584946254
FYR2 Half-Kneeling Kettlebell Clean,Strength,Shoulders,Kettlebells,Intermediate,0.606743953,16.89933267,0.619481821
FYR2 Kettlebell Clean and Press,Strength,Shoulders,Kettlebells,Intermediate,0.582773664,17.262273,0.626806152
FYR2 Kettlebell High Pull to Overhead Press,Strength,Shoulders,Kettlebells,Intermediate,0.553340091,18.80964771,0.589915194
FYR2 Kettlebell Swing Clean and Press,Strength,Shoulders,Kettlebells,Intermediate,0.589490836,18.45091825,0.563048322
FYR2 Single-Arm Kettlebell Press,Strength,Shoulders,Kettlebells,Intermediate,0.553698958,17.69329294,0.566448223
FYR2 Ascending-Rep High-Pull-Press Complex,Strength,Shoulders,Kettlebells,Intermediate,0.603741924,16.50078085,0.566163016
FYR2 Sprawl Over Kettlebell,Strength,Triceps,Kettlebells,Intermediate,0.645795586,18.77171934,0.581080947
Glute Ham Raise,Powerlifting,Hamstrings,Machine,Intermediate,0.521329879,21.72790811,0.882867022
Ab Crunch Machine,Strength,Abdominals,Machine,Intermediate,0.693966034,14.46419427,0.609394675
Smith machine straight-legged hip raise,Strength,Abdominals,Machine,Intermediate,0.641536087,18.46110866,0.560801807
Machine crunch,Strength,Abdominals,Machine,Intermediate,0.582543599,16.34081129,0.575664491
AM Ab Machine,Strength,Abdominals,Machine,Intermediate,0.674049546,17.11191927,0.59306368
Smith machine V-up,Strength,Abdominals,Machine,Intermediate,0.656259821,17.10127605,0.647126768
Thigh adductor,Strength,Adductors,Machine,Intermediate,0.606873738,16.92909027,0.562868646
Thigh abductor,Strength,Abductors,Machine,Intermediate,0.678939115,16.45442854,0.556084873
Machine Bicep Curl,Strength,Biceps,Machine,Beginner,0.805734849,15.16909116,0.448378811
Machine Preacher Curls,Strength,Biceps,Machine,Beginner,0.786107039,14.88923667,0.47839738
Single-arm machine preacher curl,Strength,Biceps,Machine,Intermediate,0.702536576,16.11118161,0.617301715
Machine preacher curl,Strength,Biceps,Machine,Intermediate,0.663450259,16.24539794,0.588382832
Smith machine drag curl,Strength,Biceps,Machine,Intermediate,0.659607861,16.54431159,0.629359376
30 Arms BFR Machine Preacher Curl,Strength,Biceps,Machine,Intermediate,0.631202575,15.93487926,0.675655973
Smith Machine Calf Raise,Strength,Calves,Machine,Intermediate,0.630160043,15.93251375,0.624222842
Standing Calf Raises,Strength,Calves,Machine,Beginner,0.823131005,13.79429525,0.395579096
Seated Calf Raise,Strength,Calves,Machine,Intermediate,0.661087029,16.29089395,0.636751982
Calf Press On The Leg Press Machine,Strength,Calves,Machine,Intermediate,0.598554205,16.40287107,0.613684678
Calf Press,Strength,Calves,Machine,Beginner,0.836049156,14.58187451,0.44819344
Smith Machine Reverse Calf Raises,Strength,Calves,Machine,Beginner,0.838347281,15.00970027,0.473932115
Seated Single-Leg Calf Press - Gethin Variation,Strength,Calves,Machine,Intermediate,0.655025305,15.97698007,0.560832114
Seated Calf Raise - Gethin Variation,Strength,Calves,Machine,Intermediate,0.629969036,15.16175119,0.525943329
Donkey Calf Raise - Gethin Variation,Strength,Calves,Machine,Intermediate,0.691660183,15.92190181,0.610412396
Standing Calf Raise Facing Hack Squat Machine - Gethin Variation,Strength,Calves,Machine,Intermediate,0.653876441,17.69580952,0.58988762
Calf Press On A Hack Squat Machine - Gethin Variation,Strength,Calves,Machine,Intermediate,0.644526758,16.20997681,0.637444123
Smith Machine Standing Calf Raises - Gethin Variation,Strength,Calves,Machine,Intermediate,0.638979378,17.43817721,0.563790222
Hack squat calf raise,Strength,Calves,Machine,Intermediate,0.691578478,15.3769763,0.582045615
Seated Calf Press - Gethin Variation,Strength,Calves,Machine,Intermediate,0.700748676,17.2097343,0.625240735
Leg press calf raise,Strength,Calves,Machine,Intermediate,0.556989128,16.44502037,0.587886995
Machine seated calf raise,Strength,Calves,Machine,Intermediate,0.646164615,17.45987402,0.629602137
30 Legs Seated Calf Raise,Strength,Calves,Machine,Intermediate,0.657667349,16.24768476,0.565930876
30 Legs Standing Calf Raise,Strength,Calves,Machine,Intermediate,0.676860262,15.37011156,0.624778075
Leverage Incline Chest Press,Strength,Chest,Machine,Beginner,0.800681026,14.52056362,0.415380002
Butterfly,Strength,Chest,Machine,Intermediate,0.619710773,14.82169507,0.641525636
Leverage Chest Press,Strength,Chest,Machine,Beginner,0.758442781,15.92099971,0.451890614
Decline Smith Press,Strength,Chest,Machine,Beginner,0.804025241,15.68911395,0.411363795
Smith machine bench press,Strength,Chest,Machine,Intermediate,0.642374472,16.91553842,0.6473822
Leverage Decline Chest Press,Strength,Chest,Machine,Beginner,0.825075658,13.9552922,0.496726176
Machine chest press,Strength,Chest,Machine,Intermediate,0.663278923,16.16433132,0.61168441
Smith Machine Incline Bench Press,Strength,Chest,Machine,Intermediate,0.726944704,15.4536248,0.606017193
Smith Machine Close-Grip Bench Press,Strength,Chest,Machine,Intermediate,0.661937662,18.52526622,0.572372423
Smith Machine Decline Press,Strength,Chest,Machine,Beginner,0.788288566,13.63557463,0.480018888
Smith machine bench press throw,Strength,Chest,Machine,Beginner,0.764650636,14.72091757,0.416409139
Machine chest fly,Strength,Chest,Machine,Intermediate,0.621662761,17.71130495,0.579394716
Machine bench press,Strength,Chest,Machine,Intermediate,0.732798721,17.4829643,0.566925231
Machine Seated Chest Press - Gethin Variation,Strength,Chest,Machine,Intermediate,0.665363201,16.55107929,0.534899366
Smith machine weighted push-up,Strength,Chest,Machine,Intermediate,0.636017417,16.8269328,0.591715175
Smith machine incline bench press-,Strength,Chest,Machine,Intermediate,0.677752402,16.04111258,0.557174154
Smith machine decline bench press,Strength,Chest,Machine,Intermediate,0.694933854,17.99091339,0.59914978
AM Pec Dec,Strength,Chest,Machine,Intermediate,0.616732172,15.42859542,0.555126247
30 Chest Machine Flat Chest Press,Strength,Chest,Machine,Intermediate,0.698436984,18.1164665,0.622202322
Smith machine push-up,Strength,Chest,Machine,Intermediate,0.634157994,17.70816642,0.617174484
30 Chest Smith Machine Incline Chest Press,Strength,Chest,Machine,Intermediate,0.638645059,17.4746374,0.592460197
30 Chest Smith Machine Chest Press,Strength,Chest,Machine,Intermediate,0.580728653,16.50060497,0.633030981
30 Chest Machine Incline Chest Press,Strength,Chest,Machine,Intermediate,0.69713319,18.40320177,0.604428479
30 Chest Machine Fly,Strength,Chest,Machine,Intermediate,0.687354448,17.92808689,0.637538107
30 Chest 30-Degree Incline Smith Machine Press,Strength,Chest,Machine,Intermediate,0.731795806,16.08382733,0.612324527
30 Legs Glute-Ham Raise,Strength,Glutes,Machine,Intermediate,0.656951703,16.2860877,0.584697744
Lying Leg Curls,Strength,Hamstrings,Machine,Beginner,0.780034649,12.68495973,0.498934837
Reverse Hyperextension,Strength,Hamstrings,Machine,Beginner,0.796347633,14.31785946,0.455659277
Seated Leg Curl,Strength,Hamstrings,Machine,Intermediate,0.664991302,16.93487218,0.56385487
Standing Leg Curl,Strength,Hamstrings,Machine,Beginner,0.789967569,17.25118648,0.477704723
Smith machine stiff-legged deadlift,Strength,Hamstrings,Machine,Beginner,0.832700295,14.19870077,0.400520684
Lying Leg Curl - Gethin Variation,Strength,Hamstrings,Machine,Intermediate,0.709216872,15.965605,0.539639712
Paul Carter Leg Extension,Strength,Hamstrings,Machine,Intermediate,0.737006795,15.7148168,0.560204723
Lying leg curl,Strength,Hamstrings,Machine,Intermediate,0.693112255,16.90343283,0.578182431
Seated Hamstring Curl - Gethin Variation,Strength,Hamstrings,Machine,Intermediate,0.639395779,16.64499137,0.565951872
Single-leg lying leg curl,Strength,Hamstrings,Machine,Intermediate,0.714697415,15.15391371,0.562351387
Leg curl,Strength,Hamstrings,Machine,Intermediate,0.65169185,16.77018155,0.554855996
Leg Extension - Gethin Variation,Strength,Hamstrings,Machine,Intermediate,0.572995964,15.45137676,0.572305165
Single-leg leg extension-,Strength,Hamstrings,Machine,Intermediate,0.72730857,15.28807142,0.598695621
Lying Hamstring Curls - Gethin Variation,Strength,Hamstrings,Machine,Intermediate,0.64687157,16.32431208,0.5991445
AM Seated Hamstring Curl,Strength,Hamstrings,Machine,Intermediate,0.602945001,16.00788074,0.586665841
UP Hamstring Curl,Strength,Hamstrings,Machine,Intermediate,0.62485285,15.63554346,0.562036063
30 Legs Leg Extension,Strength,Hamstrings,Machine,Intermediate,0.650495223,17.62266152,0.584350564
30 Legs Seated Leg Curl,Strength,Hamstrings,Machine,Intermediate,0.674761085,16.16791859,0.578749826
Reverse-grip lat pull-down,Strength,Lats,Machine,Intermediate,0.670884503,15.58089906,0.613523181
Machine seated row,Strength,Lats,Machine,Beginner,0.808049935,12.66086497,0.381084711
Machine-assisted pull-up,Strength,Lats,Machine,Beginner,0.806003578,14.17443676,0.514106348
Single-arm pull-down,Strength,Lats,Machine,Intermediate,0.703185853,18.1144047,0.592086449
Chest-Supported Smith Machine Row - Gethin Variation,Strength,Lats,Machine,Intermediate,0.674514754,17.54880465,0.646667688
Single-arm machine high row,Strength,Lats,Machine,Intermediate,0.674910564,14.82624223,0.627561252
Machine Pull-Over - Gethin Variation,Strength,Lats,Machine,Intermediate,0.681416244,15.74312396,0.56860746
Seated Machine Row - Gethin Variation,Strength,Lats,Machine,Intermediate,0.752277929,16.8404413,0.550272866
Wide-Grip Machine Row,Strength,Lats,Machine,Intermediate,0.778999528,17.74037995,0.626068644
King Maker Lat Pull-Down,Strength,Lats,Machine,Intermediate,0.613474351,16.51147805,0.646325438
Robertson Half-Kneeling Landmine Press,Strength,Lats,Machine,Intermediate,0.715259236,17.17761529,0.621230997
Seated Back Extension,Strength,Lower Back,Machine,Beginner,0.802793653,14.11318183,0.447277872
Smith machine bent-over row,Strength,Middle Back,Machine,Intermediate,0.663569991,17.58634146,0.643288617
Leverage High Row,Strength,Middle Back,Machine,Beginner,0.897396919,12.86814905,0.459614413
Machine Low Row,Strength,Middle Back,Machine,Intermediate,0.555176203,17.44125643,0.63151241
Standing lat pull-down,Strength,Middle Back,Machine,Intermediate,0.693277555,16.60282263,0.622549011
30 Back Machine Seated Row,Strength,Middle Back,Machine,Intermediate,0.644426719,16.58376275,0.562486524
30 Back Smith Machine Push-Up,Strength,Middle Back,Machine,Intermediate,0.657867429,16.52631325,0.569160957
Smith machine shrug,Strength,Traps,Machine,Intermediate,0.638639426,17.19866092,0.670196017
Leverage Shrug,Strength,Traps,Machine,Intermediate,0.725544663,15.90491052,0.601891635
Calf-Machine Shoulder Shrug,Strength,Traps,Machine,Beginner,0.836996496,14.16668516,0.428135798
Smith machine behind-the-back shrug,Strength,Traps,Machine,Intermediate,0.689314381,17.51628462,0.536552645
Smith machine upright row,Strength,Traps,Machine,Intermediate,0.640920954,15.90667929,0.61605328
Machine low row-,Strength,Traps,Machine,Intermediate,0.724845663,17.85401909,0.591978849
Machine Shrug - Gethin Variation,Strength,Traps,Machine,Intermediate,0.682541545,15.63972612,0.622842307
Smith machine single-arm shrug,Strength,Traps,Machine,Intermediate,0.683509989,17.46255013,0.510248667
Single-Leg Press,Strength,Quadriceps,Machine,Intermediate,0.685346207,15.19951952,0.670319251
Leg Press,Strength,Quadriceps,Machine,Intermediate,0.700417191,15.89479217,0.621973949
Narrow-stance leg press,Strength,Quadriceps,Machine,Intermediate,0.662190654,17.71026933,0.593154658
Narrow Stance Hack Squats,Strength,Quadriceps,Machine,Beginner,0.778842112,14.47827822,0.39096947
Machine Squat,Strength,Quadriceps,Machine,Intermediate,0.718370378,16.00901376,0.618889144
Smith machine back squat,Strength,Quadriceps,Machine,Intermediate,0.667907924,15.89008453,0.572736826
Leg Extensions,Strength,Quadriceps,Machine,Intermediate,0.693269382,18.20996486,0.620201452
Smith machine leg press,Strength,Quadriceps,Machine,Intermediate,0.658949329,17.12069143,0.569028817
Lying Machine Squat,Strength,Quadriceps,Machine,Intermediate,0.666924982,17.01068211,0.620737127
Seated Leg Press,Strength,Quadriceps,Machine,Intermediate,0.679236389,15.21591887,0.595813471
Smith machine pistol squat,Strength,Quadriceps,Machine,Intermediate,0.634021807,14.6597672,0.634799145
Leverage Deadlift,Strength,Quadriceps,Machine,Beginner,0.871320133,15.25018175,0.480493105
Leg press-,Strength,Quadriceps,Machine,Intermediate,0.728549852,16.08407046,0.585440212
TBS Hack Squat,Strength,Quadriceps,Machine,Intermediate,0.642925376,16.17905952,0.564874746
Leg Extensions - Gethin Variation,Strength,Quadriceps,Machine,Intermediate,0.619085101,16.79359052,0.608484317
Seated leg press-,Strength,Quadriceps,Machine,Intermediate,0.722804512,16.05896827,0.576262864
Smith machine front squat,Strength,Quadriceps,Machine,Intermediate,0.696881221,16.65534026,0.579744889
Machine Deadlift - Gethin Variation,Strength,Quadriceps,Machine,Intermediate,0.696233681,16.94781444,0.637122973
Single-leg hack squat,Strength,Quadriceps,Machine,Intermediate,0.655936751,17.24523262,0.626242331
Narrow-stance hack squat,Strength,Quadriceps,Machine,Intermediate,0.673600779,15.66230419,0.554409338
Alternating Single-Leg Curl - Gethin Variation,Strength,Quadriceps,Machine,Intermediate,0.648057332,16.02617444,0.623537893
Stiff-Legged Deadlift - Gethin Variation,Strength,Quadriceps,Machine,Intermediate,0.549661122,17.06516117,0.580323219
Single-Leg Press - Gethin Variation,Strength,Quadriceps,Machine,Intermediate,0.677362231,14.78838679,0.593259421
Hack squat-,Strength,Quadriceps,Machine,Intermediate,0.669783699,15.15111105,0.545646197
Smith machine lunge squat,Strength,Quadriceps,Machine,Intermediate,0.67746897,16.95640373,0.664230167
Hack Squat - Gethin Variation,Strength,Quadriceps,Machine,Expert,0.72597727,13.72276875,0.594895417
Leg Press - Gethin Variation,Strength,Quadriceps,Machine,Intermediate,0.635369172,16.43536632,0.587092236
AM Leg Press,Strength,Quadriceps,Machine,Intermediate,0.574453007,16.42877757,0.615242955
Leg extension,Strength,Quadriceps,Machine,Intermediate,0.646055333,17.11902489,0.617669299
UP Quad Extension,Strength,Quadriceps,Machine,Intermediate,0.649114431,16.5506651,0.557459403
UP Single-Leg Press,Strength,Quadriceps,Machine,Intermediate,0.623081301,16.54135001,0.642798391
UP Leg Press,Strength,Quadriceps,Machine,Intermediate,0.665552897,17.88616831,0.631123238
Pop Squat On Leg Press,Strength,Quadriceps,Machine,Intermediate,0.674341008,16.87867204,0.601812231
King Maker Leg Press,Strength,Quadriceps,Machine,Intermediate,0.684835847,16.99258436,0.573629915
Single-leg leg press,Strength,Quadriceps,Machine,Intermediate,0.656453422,16.8372115,0.634852945
King Maker Hack Squat,Strength,Quadriceps,Machine,Intermediate,0.676796289,15.83899434,0.518859752
30 Legs Feet-High Leg Press,Strength,Quadriceps,Machine,Intermediate,0.657029695,17.56440164,0.571932674
30 Legs Leg Press,Strength,Quadriceps,Machine,Intermediate,0.596716782,16.98223991,0.618213402
30 Legs Leg Press Calf Raise,Strength,Quadriceps,Machine,Intermediate,0.718311947,16.48407224,0.543204953
30 Legs Lying Leg Curl,Strength,Quadriceps,Machine,Intermediate,0.623552414,17.31696206,0.564415494
30 Legs Machine Hack Squat,Strength,Quadriceps,Machine,Intermediate,0.671193021,15.15821967,0.611534576
30 Legs Single-Leg Leg Extension,Strength,Quadriceps,Machine,Intermediate,0.703546704,17.57267279,0.660357593
30 Legs Single-Leg Leg Press,Strength,Quadriceps,Machine,Intermediate,0.641013757,15.5466273,0.574558246
30 Legs Single-Leg Lying Leg Curl,Strength,Quadriceps,Machine,Intermediate,0.639754874,17.8339396,0.593132488
30 Legs Smith Machine Split Squat,Strength,Quadriceps,Machine,Intermediate,0.696729297,16.08813706,0.56848744
30 Legs Smith Machine Squat,Strength,Quadriceps,Machine,Intermediate,0.652462204,16.7050597,0.615643845
Smith machine shoulder press,Strength,Shoulders,Machine,Intermediate,0.608198143,16.86933673,0.622639985
Machine shoulder press,Strength,Shoulders,Machine,Intermediate,0.695683855,17.27401876,0.525466792
Reverse Machine Flyes,Strength,Shoulders,Machine,Intermediate,0.679201911,17.30197023,0.608424269
Single-arm Smith machine upright row,Strength,Shoulders,Machine,Intermediate,0.716936304,17.22526757,0.581187538
Machine Lateral Raise,Strength,Shoulders,Machine,Intermediate,0.622180672,17.80391906,0.62751101
Smith machine behind-the-neck press,Strength,Shoulders,Machine,Intermediate,0.659960088,16.80534121,0.543410165
Smith Machine Behind-The-Neck Press - Gethin Variation,Strength,Shoulders,Machine,Intermediate,0.697587113,17.13468569,0.618863594
30 Shoulders Leg Press Shoulder Press,Strength,Shoulders,Machine,Intermediate,0.60833723,16.95263209,0.659485644
30 Shoulders Machine Shoulder Press,Strength,Shoulders,Machine,Intermediate,0.694436847,16.44096888,0.669385384
30 Shoulders Pec-Deck Reverse Fly,Strength,Shoulders,Machine,Intermediate,0.585050643,17.52890442,0.585931445
30 Shoulders Smith Machine Behind-The-Head Press,Strength,Shoulders,Machine,Intermediate,0.636185207,17.47428572,0.615353317
30 Shoulders Smith Machine Shoulder Press,Strength,Shoulders,Machine,Intermediate,0.669811745,16.83207183,0.578341303
Machine Triceps Extension,Strength,Triceps,Machine,Intermediate,0.653537602,16.68332267,0.655938807
Smith machine end-grip shoulder press,Strength,Triceps,Machine,Intermediate,0.660763495,17.7473147,0.522608018
Assist machine triceps push-down,Strength,Triceps,Machine,Intermediate,0.637877722,17.53662313,0.654533364
Smith machine close-grip bench press-,Strength,Triceps,Machine,Intermediate,0.67358005,16.11183337,0.651050202
Machine Triceps Extension - Gethin Variation,Strength,Triceps,Machine,Intermediate,0.686936586,15.70267155,0.61475517
Overhead Machine Triceps Extension - Gethin Variation,Strength,Triceps,Machine,Intermediate,0.698520443,14.81659145,0.666159315
30 Arms Machine Triceps Dip,Strength,Triceps,Machine,Intermediate,0.721404712,16.56392144,0.616504052
Dumbbell suitcase crunch,Strength,Abdominals,Medicine Ball,Intermediate,0.590077671,15.29395485,0.545349105
Medicine ball rotational throw,Strength,Abdominals,Medicine Ball,Intermediate,0.6963287,15.61886928,0.436584274
Hollow-hold ball toss,Strength,Abdominals,Medicine Ball,Intermediate,0.66049201,15.03098043,0.513728076
Partner front Russian twist and pass,Strength,Abdominals,Medicine Ball,Beginner,0.853583471,11.87655928,0.356900659
Partner side Russian twist and pass,Strength,Abdominals,Medicine Ball,Beginner,0.897234514,13.89352487,0.294786973
Medicine ball half moon,Strength,Abdominals,Medicine Ball,Intermediate,0.715411332,16.83760414,0.573079067
Exercise ball roll-out,Strength,Abdominals,Medicine Ball,Intermediate,0.631695327,15.89781015,0.494303322
Medicine ball pass,Strength,Abdominals,Medicine Ball,Intermediate,0.679182928,15.18411196,0.470194189
Partner medicine ball sit-up,Strength,Abdominals,Medicine Ball,Intermediate,0.681729065,15.27976554,0.544537981
Medicine ball Russian twist,Strength,Abdominals,Medicine Ball,Intermediate,0.711624112,14.88577241,0.446783879
30 Medicine Ball Slam,Strength,Abdominals,Medicine Ball,Intermediate,0.722654025,16.29368416,0.481717618
Medicine ball twist,Strength,Abdominals,Medicine Ball,Intermediate,0.728316364,15.70171324,0.467482378
FYR2 Medicine Ball Complex,Strength,Abdominals,Medicine Ball,Intermediate,0.719926881,15.42570365,0.517516858
FYR2 Medicine Ball Fire-Feet Drill,Strength,Abdominals,Medicine Ball,Intermediate,0.744046772,14.65060373,0.489315689
